# 2theta	intensity
27.1936	0.0118414
27.2286	0.00858584
27.2636	0.0123024
27.2986	0.00851769
27.3337	0.0147898
27.3687	0.00104464
27.4037	0.00867786
27.4387	0.000661804
27.4737	0.00356973
27.5088	0.0185581
27.5438	0.0173129
27.5788	0.0109414
27.6138	0.00960784
27.6488	0.00613062
27.6838	0.0238046
27.7189	0.04654
27.7539	0.0476185
27.7889	0.0576104
27.8239	0.0826229
27.8589	0.0983248
27.8939	0.137414
27.929	0.179982
27.964	0.228086
27.999	0.290214
28.034	0.354201
28.069	0.42966
28.1041	0.502805
28.1391	0.594518
28.1741	0.682929
28.2091	0.75227
28.2441	0.828904
28.2791	0.90639
28.3142	0.951795
28.3492	0.996565
28.3842	1.00579
28.4192	1.01433
28.4542	0.987407
28.4892	0.949562
28.5243	0.90162
28.5593	0.824502
28.5943	0.744624
28.6293	0.664356
28.6643	0.584058
28.6993	0.490444
28.7344	0.422036
28.7694	0.342998
28.8044	0.28601
28.8394	0.211401
28.8744	0.171246
28.9095	0.126954
28.9445	0.0992001
28.9795	0.0793595
29.0145	0.0578586
29.0495	0.0429492
29.0845	0.0327504
29.1196	0.0269059
29.1546	0.0154708
29.1896	0.0203557
29.2246	0.0176533
29.2596	0.0146327
29.2946	0.014439
29.3297	0.0124757
29.3647	0.0207598
29.3997	0.00990161
29.4347	0.00865522
29.4697	0.00633809
29.5048	0.00489618
29.5398	0.0038083
29.5748	0.00557204
29.6098	0.00965482
29.6448	0.0116756
29.6798	0.0102577
29.7149	0.00617331
29.7499	0.0145014
29.7849	0.0136973
29.8199	0.00920186
29.8549	0.00673546
29.8899	0.0127422
29.925	0.0109399
29.96	0.00275937
29.995	0.0096601
30.03	0.0113102
30.065	0.00550153
30.1001	0.0109492
30.1351	0.00272589
30.1701	0.0166809
30.2051	0.0162397
30.2401	0.00873741
30.2751	0.0118173
30.3102	-0.00204961
30.3452	0.00421826
30.3802	0.00853111
30.4152	0.00463933
30.4502	0.013572
30.4852	0.0199865
30.5203	0.00411693
30.5553	0.00581268
30.5903	0.0111772
30.6253	0.0180556
30.6603	0.00388813
30.6953	0.0112452
30.7304	0.0191065
30.7654	0.0017412
30.8004	0.00359465
30.8354	0.00788197
30.8704	0.00739706
30.9055	0.014063
30.9405	0.0112083
30.9755	0.00112519
31.0105	0.0125771
31.0455	0.00711231
31.0805	0.0163722
31.1156	0.00686206
31.1506	0.00681692
31.1856	0.0127057
31.2206	0.0138146
31.2556	0.0122405
31.2906	0.00157201
31.3257	0.0126902
31.3607	0.00482846
31.3957	0.0111764
31.4307	0.00288133
31.4657	0.0122316
31.5008	0.00596701
31.5358	0.00358683
31.5708	0.0135691
31.6058	0.0112082
31.6408	0.00693016
31.6758	0.017256
31.7109	0.00779701
31.7459	0.0101612
31.7809	0.011346
31.8159	0.00690487
31.8509	0.0123626
31.8859	0.00734735
31.921	0.00797185
31.956	0.0168735
31.991	0.00491483
32.026	-0.00183945
32.061	0.0184718
32.096	0.0235023
32.1311	0.00930857
32.1661	0.00261493
32.2011	0.0123083
32.2361	0.0148896
32.2711	0.0191398
32.3062	0.0201354
32.3412	0.0367241
32.3762	0.0478715
32.4112	0.0533713
32.4462	0.0849979
32.4812	0.118302
32.5163	0.141922
32.5513	0.179139
32.5863	0.226372
32.6213	0.28204
32.6563	0.326254
32.6913	0.393491
32.7264	0.447472
32.7614	0.511212
32.7964	0.546156
32.8314	0.589881
32.8664	0.597538
32.9015	0.612923
32.9365	0.60341
32.9715	0.574801
33.0065	0.544542
33.0415	0.503922
33.0765	0.443217
33.1116	0.37942
33.1466	0.330081
33.1816	0.269973
33.2166	0.221308
33.2516	0.176869
33.2866	0.129542
33.3217	0.0975219
33.3567	0.0819874
33.3917	0.0567572
33.4267	0.0313326
33.4617	0.0369635
33.4967	0.0265137
33.5318	0.016146
33.5668	0.00948946
33.6018	0.017881
33.6368	0.0139467
33.6718	0.0231877
33.7069	0.012821
33.7419	0.0123351
33.7769	0.00937833
33.8119	0.0141954
33.8469	0.0131823
33.8819	0.016287
33.917	0.00740713
33.952	0.00782947
33.987	0.00760748
34.022	0.0139554
34.057	0.0174925
34.092	0.00770605
34.1271	0.00787624
34.1621	0.0115704
34.1971	0.00877121
34.2321	0.0147603
34.2671	-0.00125888
34.3022	0.00586648
34.3372	0.00608792
34.3722	-0.00160178
34.4072	0.00518181
34.4422	0.00542422
34.4772	0.00899448
34.5123	0.0155648
34.5473	0.0087747
34.5823	0.00484593
34.6173	0.00971523
34.6523	0.0152459
34.6873	0.00512021
34.7224	0.00544713
34.7574	0.0127927
34.7924	0.00889232
34.8274	0.0132374
34.8624	0.00993177
34.8974	0.0135083
34.9325	0.00482461
34.9675	0.00993958
35.0025	0.00894655
35.0375	0.00392055
35.0725	0.00218261
35.1076	0.0134287
35.1426	0.00824524
35.1776	0.0048886
35.2126	0.00951911
35.2476	0.0156401
35.2826	-0.00140369
35.3177	0.00251681
35.3527	0.00538557
35.3877	0.0173059
35.4227	0.0114129
35.4577	0.0138366
35.4927	0.0042992
35.5278	0.00440232
35.5628	0.0122391
35.5978	0.0102914
35.6328	0.0127437
35.6678	0.00906165
35.7029	0.0113907
35.7379	0.0107906
35.7729	0.0138888
35.8079	0.014035
35.8429	0.00190064
35.8779	-0.00123634
35.913	0.0150087
35.948	0.0159386
35.983	0.00489688
36.018	0.000700823
36.053	0.0104952
36.088	0.0146542
36.1231	0.018988
36.1581	0.0125815
36.1931	0.00814142
36.2281	0.00553435
36.2631	0.0100573
36.2981	0.00850368
36.3332	0.00492466
36.3682	0.0202438
36.4032	0.0189258
36.4382	0.0156802
36.4732	0.00539575
36.5083	0.0142751
36.5433	0.0131981
36.5783	0.0122127
36.6133	0.0162483
36.6483	0.0131769
36.6833	0.0137001
36.7184	0.0131845
36.7534	0.011704
36.7884	0.00108194
36.8234	0.0104181
36.8584	0.00721904
36.8934	0.0036008
36.9285	0.0184091
36.9635	0.018645
36.9985	0.0167961
37.0335	0.0112761
37.0685	0.0167531
37.1036	0.0100603
37.1386	0.011014
37.1736	0.00453264
37.2086	0.011985
37.2436	0.0103019
37.2786	0.00348674
37.3137	0.00974401
37.3487	0.00960135
37.3837	0.0189878
37.4187	0.0144711
37.4537	0.0100572
37.4887	0.0112439
37.5238	0.0102211
37.5588	0.00898543
37.5938	0.00458786
37.6288	0.00924474
37.6638	0.00626951
37.6988	0.00374842
37.7339	0.0125561
37.7689	0.0119563
37.8039	0.00106646
37.8389	0.00938658
37.8739	0.0149785
37.909	0.0152961
37.944	0.0151292
37.979	0.0101946
38.014	0.00577477
38.049	0.00458151
38.084	0.011723
38.1191	0.0118964
38.1541	0.0164367
38.1891	0.0154999
38.2241	0.00933886
38.2591	0.00377897
38.2941	0.00840447
38.3292	0.0110862
38.3642	0.00898958
38.3992	0.00711053
38.4342	0.0112644
38.4692	0.00748021
38.5043	0.00685967
38.5393	0.0115573
38.5743	0.00799004
38.6093	0.0112205
38.6443	0.011366
38.6793	0.00430285
38.7144	0.00759379
38.7494	0.0171889
38.7844	0.0041896
38.8194	-0.000583272
38.8544	0.000690774
38.8894	0.0101455
38.9245	0.0101546
38.9595	0.00941195
38.9945	0.0160709
39.0295	-0.00336417
39.0645	0.0119797
39.0995	0.0178072
39.1346	0.0043611
39.1696	0.00810097
39.2046	0.00623554
39.2396	0.00552827
39.2746	0.00836869
39.3097	0.0171374
39.3447	0.0191869
39.3797	0.0083203
39.4147	0.0195253
39.4497	0.0101779
39.4847	0.0187685
39.5198	0.00953351
39.5548	0.0106553
39.5898	0.0118274
39.6248	0.0258943
39.6598	0.0142564
39.6948	0.00646368
39.7299	0.014845
39.7649	0.00819084
39.7999	0.00755125
39.8349	0.014543
39.8699	0.0101554
39.905	0.0113929
39.94	0.0100699
39.975	0.0116829
40.01	0.0121248
40.045	0.000315165
40.08	0.0133329
40.1151	0.0050899
40.1501	0.0027885
40.1851	0.00970794
40.2201	0.0104199
40.2551	0.00653247
40.2901	0.0141552
40.3252	0.00328912
40.3602	0.00796528
40.3952	0.00707563
40.4302	0.00976706
40.4652	0.0113943
40.5003	0.00496054
40.5353	0.0136214
40.5703	0.010315
40.6053	0.000540269
40.6403	0.000207043
40.6753	0.0099384
40.7104	0.00889516
40.7454	0.0094829
40.7804	0.00986009
40.8154	0.0111278
40.8504	0.0147382
40.8854	0.00444448
40.9205	0.00414014
40.9555	0.00453338
40.9905	0.0114446
41.0255	0.0162247
41.0605	0.0078433
41.0955	-0.0025085
41.1306	0.00148004
41.1656	0.00583482
41.2006	0.00721136
41.2356	0.00795806
41.2706	0.0101929
41.3057	0.00844127
41.3407	0.0152467
41.3757	0.00661991
41.4107	0.00568841
41.4457	0.0123944
41.4807	0.00232179
41.5158	0.0119485
41.5508	0.0105128
41.5858	0.00926279
41.6208	0.0179414
41.6558	0.00688896
41.6908	0.0203015
41.7259	0.00887284
41.7609	0.00361492
41.7959	0.0103496
41.8309	0.00461877
41.8659	0.00624122
41.901	0.0119852
41.936	0.0127779
41.971	0.00688916
42.006	0.014937
42.041	0.0157875
42.076	0.0171815
42.1111	0.0126471
42.1461	0.0168171
42.1811	0.000596008
42.2161	0.00841047
42.2511	0.00566497
42.2861	0.0105961
42.3212	0.00714275
42.3562	0.00916921
42.3912	0.0194109
42.4262	0.0091514
42.4612	0.012069
42.4962	0.00883865
42.5313	0.0103786
42.5663	0.0100301
42.6013	0.0122416
42.6363	0.0158265
42.6713	0.018237
42.7064	0.0115481
42.7414	0.0129477
42.7764	0.00424568
42.8114	0.00956062
42.8464	0.0147014
42.8814	0.0143298
42.9165	0.011058
42.9515	0.014432
42.9865	0.0124538
43.0215	0.0160015
43.0565	0.0114468
43.0915	0.00822151
43.1266	0.0116792
43.1616	-0.00465297
43.1966	0.0119144
43.2316	-0.00824206
43.2666	0.00138268
43.3017	0.0122588
43.3367	0.0123876
43.3717	0.00418786
43.4067	0.00643949
43.4417	0.0168527
43.4767	0.00757985
43.5118	0.0212146
43.5468	0.0099904
43.5818	0.0120402
43.6168	0.0180844
43.6518	0.0106551
43.6868	0.00498828
43.7219	0.00945136
43.7569	0.00982195
43.7919	0.00317629
43.8269	0.00872084
43.8619	0.00628904
43.8969	0.0146218
43.932	0.0101731
43.967	0.00858602
44.002	0.00946909
44.037	0.0111156
44.072	0.0130841
44.1071	0.00500144
44.1421	0.00479206
44.1771	0.0155234
44.2121	0.00793832
44.2471	0.00291579
44.2821	0.0122191
44.3172	0.0123168
44.3522	0.00234642
44.3872	0.0111474
44.4222	0.0136779
44.4572	0.0118719
44.4922	0.0131599
44.5273	0.00297865
44.5623	0.0116552
44.5973	0.0084869
44.6323	0.00758605
44.6673	0.0143528
44.7024	0.0173964
44.7374	0.0189719
44.7724	0.016574
44.8074	0.00945133
44.8424	0.0117636
44.8774	0.0138341
44.9125	0.0106059
44.9475	0.0106538
44.9825	0.0141188
45.0175	0.00970359
45.0525	0.00635357
45.0875	0.00792763
45.1226	0.0131696
45.1576	0.010015
45.1926	0.011701
45.2276	0.0133504
45.2626	0.00812579
45.2976	0.0137812
45.3327	0.0118942
45.3677	0.00382594
45.4027	0.0172115
45.4377	0.00749628
45.4727	0.00172453
45.5078	0.00477479
45.5428	0.00489479
45.5778	0.0102609
45.6128	0.00863082
45.6478	0.00831598
45.6828	0.0130988
45.7179	0.0116999
45.7529	0.0115812
45.7879	0.0120508
45.8229	0.0130837
45.8579	-0.000534484
45.8929	0.008187
45.928	-0.000885259
45.963	0.010207
45.998	0.0100215
46.033	0.0153013
46.068	0.016058
46.1031	0.011206
46.1381	0.00780225
46.1731	0.0129004
46.2081	0.00809121
46.2431	0.0111031
46.2781	0.016594
46.3132	0.00966973
46.3482	0.0176133
46.3832	0.0185435
46.4182	0.0125428
46.4532	0.0251109
46.4882	0.0276341
46.5233	0.0297715
46.5583	0.0320699
46.5933	0.0400096
46.6283	0.052168
46.6633	0.070571
46.6983	0.0788405
46.7334	0.104592
46.7684	0.118206
46.8034	0.148731
46.8384	0.178936
46.8734	0.222372
46.9085	0.23779
46.9435	0.288799
46.9785	0.320462
47.0135	0.360657
47.0485	0.397654
47.0835	0.436174
47.1186	0.467303
47.1536	0.505511
47.1886	0.521072
47.2236	0.548117
47.2586	0.551573
47.2936	0.559575
47.3287	0.552135
47.3637	0.550022
47.3987	0.538251
47.4337	0.507605
47.4687	0.478551
47.5038	0.441142
47.5388	0.409545
47.5738	0.3647
47.6088	0.32924
47.6438	0.29633
47.6788	0.264387
47.7139	0.236426
47.7489	0.186632
47.7839	0.166943
47.8189	0.134441
47.8539	0.109255
47.8889	0.0922363
47.924	0.0735524
47.959	0.059826
47.994	0.0458293
48.029	0.0317225
48.064	0.0237569
48.099	0.0291105
48.1341	0.0201482
48.1691	0.0152989
48.2041	0.0159064
48.2391	0.0180715
48.2741	0.0137254
48.3092	0.00863945
48.3442	0.017419
48.3792	0.0187478
48.4142	0.0130287
48.4492	0.0152263
48.4842	0.0164371
48.5193	0.0157929
48.5543	0.0131585
48.5893	0.0130454
48.6243	0.0126306
48.6593	0.00453246
48.6943	0.0135148
48.7294	0.0032274
48.7644	0.00603069
48.7994	0.0165199
48.8344	0.0142022
48.8694	0.0174376
48.9045	0.00864197
48.9395	0.00423894
48.9745	0.00879791
49.0095	0.0105102
49.0445	0.010395
49.0795	0.0156684
49.1146	0.00819365
49.1496	0.0117602
49.1846	0.00505687
49.2196	0.0122516
49.2546	0.0100155
49.2896	0.00625093
49.3247	0.00882085
49.3597	0.00907912
49.3947	0.00864922
49.4297	0.0188567
49.4647	0.00950777
49.4997	0.00878052
49.5348	-0.000487255
49.5698	0.00552896
49.6048	0.00868463
49.6398	0.00657074
49.6748	0.0169085
49.7099	0.00917531
49.7449	0.0164422
49.7799	0.0103085
49.8149	0.0101861
49.8499	0.00955602
49.8849	0.010019
49.92	0.018594
49.955	-0.00159805
49.99	-7.72872e-06
50.025	0.00728415
50.06	0.0100726
50.095	0.0134505
50.1301	0.0123654
50.1651	0.00807877
50.2001	0.0150952
50.2351	0.015151
50.2701	0.0109203
50.3052	0.0148133
50.3402	0.0113632
50.3752	0.00719258
50.4102	0.0134891
50.4452	0.0105531
50.4802	0.0100067
50.5153	0.0173648
50.5503	-0.00225436
50.5853	0.00291158
50.6203	0.00406465
50.6553	0.0081837
50.6903	0.00872696
50.7254	0.00246337
50.7604	0.00507421
50.7954	0.00569579
50.8304	0.0222871
50.8654	0.0190087
50.9005	0.00794125
50.9355	0.00818208
50.9705	0.00425398
51.0055	0.000459348
51.0405	0.0094156
51.0755	0.00501074
51.1106	0.00957575
51.1456	0.00199897
51.1806	0.00619013
51.2156	0.0107431
51.2506	0.011831
51.2856	0.0120874
51.3207	0.00339756
51.3557	0.0142734
51.3907	0.00599894
51.4257	0.0131643
51.4607	0.00994681
51.4957	0.00311806
51.5308	0.00841901
51.5658	0.0118268
51.6008	0.0130648
51.6358	0.00929506
51.6708	0.0176589
51.7059	0.0150376
51.7409	0.00871673
51.7759	0.0137506
51.8109	0.019669
51.8459	0.0198024
51.8809	0.00386
51.916	0.00536733
51.951	0.0174246
51.986	0.00470859
52.021	0.00338729
52.056	0.00756903
52.091	0.0121011
52.1261	0.00948802
52.1611	0.00674718
52.1961	0.00662894
52.2311	0.00643831
52.2661	0.00560245
52.3012	0.0214082
52.3362	0.0114876
52.3712	0.0144338
52.4062	0.00755461
52.4412	0.00907022
52.4762	0.00643223
52.5113	-0.00325854
52.5463	0.00310995
52.5813	0.000946907
52.6163	-0.00124892
52.6513	0.00402321
52.6863	0.0166248
52.7214	0.00977782
52.7564	0.0164528
52.7914	0.0120549
52.8264	0.0139128
52.8614	0.00549552
52.8964	0.0126198
52.9315	0.0136436
52.9665	0.00711676
53.0015	0.0127977
53.0365	0.0128309
53.0715	0.00725224
53.1066	0.00438616
53.1416	0.00407936
53.1766	0.0104325
53.2116	0.011635
53.2466	0.00603737
53.2816	0.0101329
53.3167	0.0128527
53.3517	0.013091
53.3867	0.0177594
53.4217	0.0163849
53.4567	0.00499354
53.4917	0.0184179
53.5268	0.00734512
53.5618	0.0152244
53.5968	0.0103399
53.6318	0.00793925
53.6668	0.000961516
53.7019	0.00914218
53.7369	0.00220308
53.7719	0.0148365
53.8069	0.017584
53.8419	0.00601545
53.8769	0.0115099
53.912	0.00637304
53.947	0.00685758
53.982	0.0138725
54.017	0.00980731
54.052	0.0186982
54.087	0.00758884
54.1221	0.0149967
54.1571	0.0104871
54.1921	0.0139789
54.2271	0.00776421
54.2621	0.00975221
54.2971	0.00942251
54.3322	0.00581971
54.3672	0.0133104
54.4022	0.0132512
54.4372	0.0129678
54.4722	0.0176848
54.5073	0.0172467
54.5423	0.00812528
54.5773	0.0118653
54.6123	0.006882
54.6473	0.0101168
54.6823	0.00700125
54.7174	0.0181004
54.7524	0.0118185
54.7874	0.00890986
54.8224	0.0159681
54.8574	-0.000853064
54.8924	-7.04851e-05
54.9275	0.0139792
54.9625	0.0103025
54.9975	0.0112525
55.0325	0.00336845
55.0675	0.00988466
55.1026	0.0200191
55.1376	0.0141239
55.1726	0.0108538
55.2076	0.00781419
55.2426	0.00804385
