energy	total	s	p	d
-6.931163954943679	0.002431770383299857	0.061977253374487944	1.9360866125303543e-15	0.00023367056168182597
-6.913642052565708	0.0026343303520610225	0.0641004634772006	2.4602222312674797e-15	0.0002594111956880443
-6.896120150187735	0.002852394362215275	0.06627605927906718	3.1235863619023363e-15	0.00028780697478928514
-6.878598247809762	0.003087027980055224	0.0685044604201603	3.96243654163818e-15	0.00031911101820495205
-6.86107634543179	0.00333935987957974	0.0707860512711383	5.022277955974042e-15	0.0003535983020794592
-6.843554443053817	0.003610584779933168	0.07312117926769043	6.36017100275514e-15	0.00039156731063509566
-6.826032540675845	0.0039019664589116194	0.07551015324687799	8.04760149730285e-15	0.00043334178876896443
-6.808510638297872	0.004214840839733622	0.07795324178854945	1.0174047380284712e-14	0.00047927260011991566
-6.7909887359199	0.004550619147788213	0.08045067156509986	1.2851406816208125e-14	0.0005297396945782289
-6.773466833541928	0.004910791133563806	0.08300262570293689	1.621949058921755e-14	0.000585154189131037
-6.755944931163955	0.0052969283574244	0.08560924215909799	2.0452828243267505e-14	0.0006459605658276192
-6.7384230287859825	0.005710687531337732	0.08827061211653914	2.57690943283508e-14	0.0007126389905083204
-6.72090112640801	0.006153813912073346	0.09098677840169195	3.24395306454199e-14	0.0007857077557667375
-6.703379224030037	0.0066281447397758845	0.09375773392794569	4.080182524069086e-14	0.0008657258514038889
-6.685857321652065	0.007135612715183878	0.09658342016877133	5.1276012358790053e-14	0.0009532956653833933
-6.668335419274093	0.00767824950810566	0.09946372566425542	6.438408357283269e-14	0.0010490658180052504
-6.65081351689612	0.00825818928908348	0.10239848456485019	8.077415362679671e-14	0.0011537341316801414
-6.633291614518148	0.008877672275477392	0.10538747521618666	1.0125021087970902e-13	0.001268050738304111
-6.6157697121401755	0.009539048282480448	0.10843041878881787	1.2680870851959915e-13	0.0013928213258018688
-6.598247809762203	0.010244780268840814	0.1115269779567774	1.5868352719013064e-13	0.0015289105249240242
-6.58072590738423	0.010997447866316425	0.11467675562884881	1.9840117226871655e-13	0.0016772454368468152
-6.5632040050062574	0.011799750881122582	0.11787929373643619	2.478484716449047e-13	0.0018388193015297762
-6.545682102628286	0.012654512754860651	0.12113407208191546	3.093555267089278e-13	0.002014695306136012
-6.528160200250313	0.013564683971633705	0.12444050725132692	3.857972573958768e-13	0.002206010532108675
-6.51063829787234	0.014533345397269158	0.1277979515952323	4.807175918731693e-13	0.0024139800387247548
-6.4931163954943685	0.015563711535782308	0.13120569228152398	5.98481207065192e-13	0.0026399010801120585
-6.475594493116396	0.016659133687428027	0.13466295042391704	7.444587565858198e-13	0.002885157451815468
-6.458072590738423	0.017823102991908975	0.13816888028978977	9.252527622058296e-13	0.003151223962034313
-6.44055068836045	0.01905925333953996	0.14172256859097027	1.1489728346298062e-12	0.003439671021623206
-6.423028785982478	0.02037136413240955	0.14532303386097453	1.4255706776826581e-12	0.003752169345853255
-6.405506883604506	0.02176336287684461	0.14896922592210918	1.767247474647215e-12	0.004090494759770865
-6.387984981226533	0.023239327587766086	0.1526600254457446	2.1889488247454437e-12	0.00445653309776691
-6.370463078848561	0.02480348898483632	0.15639424360894194	2.708965472443622e-12	0.0048522851866817564
-6.352941176470589	0.026460232459644698	0.1601706218504955	3.349661747939229e-12	0.00527987190042389
-6.335419274092616	0.0282140997925573	0.16398783172930598	4.138358026674851e-12	0.005741539272672683
-6.317897371714643	0.03006979059728172	0.16784447488784954	5.108398752088394e-12	0.0062396636527733
-6.300375469336671	0.03203216347067322	0.17173908312335173	6.300443805797508e-12	0.006776756888418119
-6.282853566958698	0.03410623682483121	0.1756701185690973	7.764028437461989e-12	0.007355471517145918
-6.265331664580726	0.036297189378125004	0.17963597398812897	9.559445799420383e-12	0.007978605947086341
-6.2478097622027535	0.03861036028143678	0.18363497318139588	1.1760016623280657e-11	0.00864910960573485
-6.230287859824781	0.041051248855632536	0.1876653715122087	1.4454823025242138e-11	0.009370088033871333
-6.212765957446809	0.04362551391607434	0.19172535654865316	1.775199818333875e-11	0.01014480790004061
-6.195244055068836	0.046338972659865675	0.1958130488253901	2.1782681101538606e-11	0.010976701909301556
-6.177722152690864	0.049197599091494244	0.19992650272604148	2.6705766339933607e-11	0.011869373578234518
-6.160200250312891	0.05220752196260514	0.2040637074871326	3.271360300390258e-11	0.012826601846482665
-6.142678347934918	0.05537502220179761	0.20822258832430995	4.0038826096921055e-11	0.013852345493401322
-6.1251564455569465	0.05870652981061476	0.21240100768130854	4.8962537306766304e-11	0.014950747326712564
-6.107634543178974	0.06220862020227517	0.21659676660188598	5.982409229095131e-11	0.016126138108422103
-6.090112640801001	0.06588800996019263	0.22080760622467344	7.303279857333583e-11	0.017383040181662347
-6.072590738423029	0.06975155199395414	0.22503120940063337	8.908188344152847e-11	0.01872617076059706
-6.055068836045057	0.0738062300711648	0.2292652024325367	1.0856515611208557e-10	0.020160444844067267
-6.037546933667084	0.07805915270444495	0.23350715693559398	1.3219686449000336e-10	0.02169097771229403
-6.020025031289111	0.0825175463738761	0.2377545918181031	1.6083533591827428e-10	0.02332308696469594
-6.002503128911139	0.08718874806632872	0.24200497538068697	1.9551109550059634e-10	0.025062294055740363
-5.984981226533167	0.09208019711439773	0.24625572753241412	2.374602773145342e-10	0.026914325284745945
-5.967459324155194	0.09719942631909213	0.2505042221218114	2.881642859080016e-10	0.028885112194707588
-5.949937421777221	0.10255405234199565	0.2547477893804883	3.4939683109946205e-10	0.030980791334533637
-5.93241551939925	0.10815176535433657	0.2589837184768153	4.232796519662869e-10	0.033207703338595775
-5.914893617021277	0.1140003179322592	0.26320926017681	5.123484702276967e-10	0.035572391277201514
-5.897371714643304	0.12010751318959684	0.26742162960910315	6.196309738402206e-10	0.03808159823152789
-5.8798498122653315	0.1264811921416061	0.27161800913058537	7.487389340457889e-10	0.04074226404672417
-5.862327909887359	0.1331292202954047	0.2757955512890537	9.039769096460061e-10	0.04356152121730763
-5.844806007509387	0.1400594734653006	0.2799513818789123	1.0904703981017082e-09	0.04654668985966147
-5.827284105131414	0.1472798228137695	0.28408260308571637	1.3143167623459387e-09	0.049705271727415665
-5.809762202753442	0.15479811912154026	0.2881862967150889	1.582762804237067e-09	0.053044943226751504
-5.79224030037547	0.16262217629309536	0.29225952750129264	1.90441348090497e-09	0.05657354739025072
-5.774718397997497	0.17075975410683794	0.2962993464904951	2.2894769807964372e-09	0.0602990847698056
-5.7571964956195245	0.17921854022225567	0.30030279449352704	2.750052205516363e-09	0.06422970321133219
-5.739674593241552	0.1880061314596027	0.304266905602718	3.300465656852504e-09	0.06837368647661125
-5.722152690863579	0.19713001437088737	0.30818871076717064	3.957665822879049e-09	0.07273944168049527
-5.704630788485607	0.20659754512434106	0.31206524142063546	4.741684412152938e-09	0.0773354855150046
-5.687108886107635	0.21641592872798762	0.31589353315595736	5.676175222554841e-09	0.08217042923547777
-5.669586983729662	0.2265921976214511	0.3196706294398806	6.789043075771914e-09	0.08725296238793928
-5.65206508135169	0.23713318966873156	0.3233935853618404	8.113177127227323e-09	0.09259183526122305
-5.6345431789737175	0.24804552558828316	0.32705947141020947	9.687305005156886e-09	0.09819584005211363
-5.617021276595745	0.25933558586038236	0.3306653772693324	1.1556986675850715e-08	0.10407379073684667
-5.599499374217772	0.2710094871554529	0.33420841563055903	1.3775769713128192e-08	0.11023450164775597
-5.581977471839799	0.2830730583306566	0.3376857260103762	1.6406530811545164e-08	0.11668676475961186
-5.564455569461828	0.2955318160457212	0.34109447856864616	1.9523031972080208e-08	0.12343932569630053
-5.546933667083855	0.30839094005258766	0.3444318779198861	2.321172385874456e-08	0.13050085847490184
-5.529411764705882	0.32165524821700814	0.347695166930458	2.757383343301168e-08	0.13787993901091197
-5.5118898623279104	0.33532917133373946	0.3508816304945025	3.2727778184673474e-08	0.14558501741533933
-5.494367959949938	0.34941672780036526	0.3539885992814197	3.881195516384795e-08	0.15362438912160425
-5.476846057571965	0.36392149821807385	0.3570134534476931	4.598795965782325e-08	0.16200616488759922
-5.459324155193992	0.378846599990913	0.3599536263058652	5.4444295834442596e-08	0.17073823972589897
-5.44180225281602	0.394194661998043	0.3628066079434982	6.440065008540774e-08	0.17982826082285844
-5.424280350438048	0.40996779941638767	0.3655699487849995	7.611280725184346e-08	0.1892835945152348
-5.406758448060075	0.42616758877375926	0.36824126308925603	8.98783005139401e-08	0.19911129240092995
-5.3892365456821025	0.4427950433149919	0.37081823237610223	1.0604289759991362e-07	0.20931805666843434
-5.371714643304131	0.45985058876589757	0.37329860877474547	1.250080392513231e-07	0.2199102047375653
-5.354192740926158	0.4773340395818453	0.37568021828739195	1.4723936071767092e-07	0.23089363331200125
-5.336670838548185	0.4952445757695146	0.3779609639614451	1.7327644360119465e-07	0.24227378195194804
-5.319148936170213	0.5135807203718684	0.3801388289638081	2.0374396380346724e-07	0.25405559628295576
-5.30162703379224	0.532340317707541	0.3822118795509843	2.393644218225746e-07	0.26624349096435396
-5.284105131414268	0.551520512456718	0.38417826792885745	2.809726644109264e-07	0.2788413125479836
-5.2665832290362955	0.5711177296861228	0.386036234996235	3.2953243184083133e-07	0.29185230236479653
-5.249061326658323	0.5911276559059059	0.38778411296645454	3.8615519296405107e-07	0.3052790595833939
-5.231539424280351	0.6115452212511034	0.3894203278615858	4.521215611337303e-07	0.3191235045906904
-5.214017521902378	0.6323645828797806	0.39094340187400967	5.289056181382181e-07	0.3333868428504828
-5.196495619524406	0.6535791096790753	0.3923519555904116	6.182025108471473e-07	0.34806952940076813
-5.178973717146433	0.6751813683690906	0.3936447100735094	7.219597265765697e-07	0.3631712341551673
-5.16145181476846	0.6971631110928665	0.39482048879711423	8.424124985413858e-07	0.3786908081776138
-5.1439299123904885	0.7195152645786002	0.39587821943042906	9.821238424940806e-07	0.3946262511026373
-5.126408010012516	0.7422279209577843	0.3968169354677957	1.1440297800752322e-06	0.41097467987596126
-5.108886107634543	0.7652903303200213	0.39763577770042313	1.3314903638618276e-06	0.4277322989917359
-5.091364205256571	0.7886908950819951	0.3983339955269607	1.5483471839438325e-06	0.44489437240353047
-5.073842302878599	0.8124171662443408	0.3989109481001177	1.7989881064440203e-06	0.4624551972860914
-5.056320400500626	0.8364558416060315	0.3993661053068762	2.0884200710860063e-06	0.4804080798238686
-5.038798498122653	0.8607927660014234	0.3996990485802006	2.4223508580779195e-06	0.4987453132003921
-5.0212765957446805	0.8854129336201523	0.3999094715405019	2.807280824582517e-06	0.5174581579596407
-5.003754693366709	0.9103004924648168	0.39999718046548166	3.2506057082550685e-06	0.5365368249066627
-4.986232790988736	0.9354387509957264	0.39996209458734694	3.760731700105964e-06	0.5559704607098045
-4.968710888610763	0.9608101870059695	0.3998042462167572	4.347204101632062e-06	0.5757471363609603
-4.951188986232792	0.9863964587637486	0.39952378069323835	5.020851002090571e-06	0.5958538386433528
-4.933667083854819	1.0121784184522369	0.39912095616216836	5.793943541265328e-06	0.6162764647483638
-4.916145181476846	1.0381361279302534	0.3985961431788158	6.680374461374869e-06	0.636999820173971
-4.8986232790988735	1.0642488768298541	0.39794982414027946	7.695856799135518e-06	0.6580076200274049
-4.881101376720901	1.0904952029994073	0.39718259254654953	8.858144725608026e-06	0.6792824938436771
-4.863579474342929	1.1168529152930478	0.39629515209227417	1.0187278707466795e-05	0.7008059940197696
-4.846057571964956	1.143299118699501	0.395288315591177	1.1705857338804817e-05	0.7225586079514857
-4.828535669586984	1.169810241795175	0.39416300373542756	1.343933837752427e-05	0.7445197739462996
-4.811013767209012	1.1963620664982781	0.3929202436926149	1.5416371714674133e-05	0.7666679009711039
-4.793491864831039	1.2229297600923799	0.39156116754331666	1.7669167208589703e-05	0.7889803922785079
-4.7759699624530665	1.2494879094794862	0.39008701056259254	2.0233900528065357e-05	0.8114336729394198
-4.758448060075094	1.2760105576143554	0.3884991093490511	2.31511603696295e-05	0.8340032212931383
-4.740926157697121	1.3024712420633648	0.3867988998054585	2.646644064270841e-05	0.8566636043090432
-4.723404255319149	1.3288430356229488	0.38498791497515844	3.0230681452357684e-05	0.8793885168364526
-4.705882352941177	1.3550985889244054	0.3830677827388668	3.4500862951400305e-05	0.9021508247012618
-4.688360450563204	1.3812101749437338	0.38104022337668453	3.9340656381157976e-05	0.924922611589741
-4.670838548185232	1.4071497353272913	0.3789070470004371	4.482113687123084e-05	0.9476752296414832
-4.6533166458072595	1.4328889284363018	0.37667015086170486	5.1021562822438894e-05	0.970379353654951
-4.635794743429287	1.4583991790057786	0.37433151654114716	5.8030226951370774e-05	0.9930050387905702
-4.618272841051314	1.4836517293062912	0.37189320702494355	6.594538432800041e-05	1.0155217816379698
-4.600750938673341	1.5086176916901213	0.3693573636743887	7.48762629872533e-05	1.0378985844957627
-4.58322903629537	1.5332681023969001	0.36672620309486537	8.494416293872141e-05	1.0601040226944614
-4.565707133917397	1.5575739764877736	0.36400201391059905	9.628364963308382e-05	1.082106314775742
-4.548185231539424	1.5815063637714861	0.3611871534517558	0.0001090438481660499	1.10387339532441
-4.530663329161452	1.6050364055807054	0.35828404436058525	0.0001233898447073727	1.1253729902332943
-4.51314142678348	1.6281353922522461	0.35529517112343667	0.0001395042018298456	1.1465726941658507
-4.495619524405507	1.6507748211608089	0.35222307653558554	0.00015758859457710588	1.1674400499667354
-4.478097622027534	1.672926455152396	0.3490703581058897	0.0001778655742451043	1.187942629757063
-4.460575719649562	1.6945623812206525	0.3458396644083744	0.00020058046695536284	1.2080481174385398
-4.44305381727159	1.7156550692671935	0.34253369138789186	0.00022600341416362731	1.2277243923193444
-4.425531914893617	1.7361774307853846	0.33915517862703964	0.0002544315622697022	1.2469396135645339
-4.4080100125156445	1.7561028773061453	0.33570690558154037	0.00028619140846734874	1.2656623051649707
-4.390488110137673	1.775405378444187	0.3321916877912808	0.0003216413098911706	1.2838614411114204
-4.3729662077597	1.7940595193835782	0.3286123730741948	0.00036117416297392924	1.3015065304545457
-4.355444305381727	1.8120405576427865	0.3249718377101391	0.0004052202597162016	1.3185677019271187
-4.337922403003755	1.8293244789613288	0.32127298262185405	0.0004542503272840059	1.3350157878019915
-4.320400500625782	1.8458880521528416	0.31751872956003796	0.0005087787569817811	1.3508224066581058
-4.30287859824781	1.8617088827728272	0.31371201729947523	0.0005693670281910427	1.3659600447272653
-4.2853566958698375	1.8767654654534804	0.3098557978530554	0.0006366273323118867	1.3804021354964717
-4.267834793491865	1.8910372347628615	0.30595303271040925	0.0007112264010880233	1.3941231372443388
-4.250312891113893	1.9045046144512572	0.30200668910774714	0.0007938895429293335	1.4070986081955408
-4.23279098873592	1.917149064953796	0.298019736335345	0.0008854048899617716	1.4193052789842746
-4.215269086357948	1.9289531290252704	0.29399514208896255	0.0009866278575262485	1.4307211221264087
-4.197747183979975	1.9399004753906457	0.2899358688712983	0.0010984858167096062	1.4413254182102888
-4.180225281602002	1.9499759403028005	0.2858448704494075	0.0012219829792155775	1.451098818527992
-4.16270337922403	1.9591655669076933	0.2817250883738051	0.0013582054924666921	1.4600234038821662
-4.145181476846058	1.967456642326265	0.27757944856476774	0.0015083267412643654	1.468082739318378
-4.127659574468085	1.9748377323719548	0.27341085797113024	0.0016736128506197974	1.4752619245490246
-4.110137672090113	1.9812987138326572	0.2692222013066378	0.0018554283825001244	1.4815476398523122
-4.092615769712141	1.9868308042562086	0.26501633786867995	0.0020552422172097195	1.4869281872484146
-4.075093867334168	1.9914265891890066	0.26079609844398444	0.0022746336079451264	1.4913935267746539
-4.057571964956195	1.9950800468280536	0.2565642823055905	0.0025152983947244276	1.4949353077022616
-4.0400500625782225	1.9977865700574937	0.2523236543051655	0.002779055361398839	1.4975468945588641
-4.022528160200251	1.9995429858515024	0.24807694206445677	0.0030678527168103878	1.4992233878431864
-4.005006257822278	2.000347572036089	0.24382683326939986	0.0033837746783691195	1.4999616393414659
-3.9874843554443054	2.0002000714129107	0.2395759730701312	0.00372904813339341	1.499760261978549
-3.9699624530663336	1.9991017032584455	0.23532696158986655	0.004106049350497199	1.4986196341605313
-3.952440550688361	1.9970551722217562	0.23108235154532966	0.004517310710128475	1.4965418985899053
-3.934918648310388	1.9940646746534876	0.22684464598113363	0.004965527420077657	1.4935309555584144
-3.9173967459324155	1.9901359024075471	0.2226162961202235	0.005453564178399451	1.489592450746994
-3.899874843554443	1.9852760441650636	0.21839969933221415	0.005984461742742835	1.4847337575862198
-3.882352941176471	1.9794937843375384	0.21419719722116703	0.006561443361583961	1.4789639542544015
-3.8648310387984983	1.972799299612544	0.21001107383406714	0.007187921019327624	1.472293795413763
-3.8473091364205256	1.9652042532107437	0.20584355399098514	0.007867501443709712	1.4647356788078745
-3.829787234042554	1.956721786927326	0.20169680173762547	0.00860399182042561	1.456303606865544
-3.812265331664581	1.9473665110340568	0.19757291892069154	0.009401405156455883	1.4470131434776023
-3.7947434292866085	1.9371544921199897	0.19347394388623157	0.01026396523019515	1.4368813661333286
-3.7772215269086358	1.926103238949303	0.18940185030085532	0.011196111063249628	1.4259268136225067
-3.759699624530663	1.9142316864137543	0.18535854609546298	0.012202500845686791	1.414169429527251
-3.7421777221526913	1.9015601776547373	0.18134587253086776	0.013288015243641687	1.4016305017446162
-3.7246558197747186	1.8881104444258452	0.17736560338444865	0.014457760015546795	1.3883325982965755
-3.707133917396746	1.8739055857612397	0.17341944425673503	0.015717067860899044	1.3742994996981373
-3.689612015018774	1.8589700450078097	0.1695090319965862	0.017071499423457866	1.3595561281670512
-3.6720901126408014	1.8433295852702956	0.1656359342434123	0.01852684336912025	1.3441284739697483
-3.6545682102628287	1.8270112633080715	0.16180164908466751	0.0200891154574947	1.3280435192077664
-3.637046307884856	1.8100434019102916	0.15800760482663767	0.021764556525443155	1.3113291593568823
-3.6195244055068834	1.7924555607626487	0.15425515987635344	0.02355962930061802	1.294014122877543
-3.6020025031289116	1.7742785058041153	0.15054560273227094	0.025481013963345327	1.2761278892198682
-3.584480600750939	1.7555441770559115	0.1468801520811862	0.027535602376133932	1.257700605549517
-3.566958698372966	1.7362856548877061	0.14325995699868735	0.029730490901668273	1.238763002522098
-3.5494367959949944	1.7165371246677952	0.13968609725028602	0.03207297173241512	1.2193463094334824
-3.5319148936170217	1.696333839725062	0.13615958369023248	0.03457052265797378	1.1994821690714956
-3.514392991239049	1.6757120825310097	0.1326813587548817	0.037230795200062984	1.1792025525909717
-3.4968710888610763	1.6547091239903453	0.12925229704735305	0.04006160104960479	1.1585396747290693
-3.4793491864831037	1.6333631807088462	0.12587320601011767	0.04307089674574569	1.1375259096712487
-3.461827284105132	1.611713370087763	0.12254482668204472	0.04626676654288886	1.1161937078703026
-3.444305381727159	1.5897996630751838	0.11926783453634722	0.049657403418901125	1.0945755141114994
-3.4267834793491865	1.5676628343870047	0.11604284039579243	0.05325108818561725	1.0727036871062705
-3.4092615769712147	1.5453444099936782	0.11287039142146743	0.057056166671601134	1.0506104208850022
-3.391739674593242	1.5228866116542665	0.10975097217133958	0.06108102495682038	1.0283276682465534
-3.3742177722152693	1.500332298266856	0.10668500572480195	0.06533406264944429	1.00588706650813
-3.3566958698372966	1.477724903794418	0.10367285486935601	0.0698236642063677	0.9833198657841995
-3.339173967459324	1.4551083715183633	0.10071482334556081	0.07455816831124479	0.9606568600074095
-3.321652065081352	1.432527084368482	0.09781115714636114	0.07954583533677302	0.9379283208880049
-3.3041301627033794	1.410025791078282	0.09496204586689902	0.08479481293162941	0.915163934991132
-3.2866082603254068	1.3876495279192613	0.0921676241009211	0.09031309978677504	0.8923927440938739
-3.269086357947435	1.3654435357766739	0.08942797287990174	0.09610850765075372	0.8696430889658285
-3.2515644555694623	1.3434531723433372	0.0867431211510275	0.10218862167901284	0.8469425566988112
-3.2340425531914896	1.3217238192271803	0.0841130472902194	0.1085607592180985	0.8243179316928054
-3.216520650813517	1.3003007837927958	0.08153768064640474	0.11523192714173383	0.80179515038675
-3.198998748435544	1.2792291955875323	0.0790169031133012	0.12220877787213599	0.7793992598042944
-3.1814768460575724	1.2585538972386836	0.07655055072502845	0.12949756423639067	0.757154379966282
-3.1639549436795997	1.2383193297502018	0.07413841527192387	0.1371040933241332	0.7350836702036222
-3.146433041301627	1.2185694121751507	0.07178024593301087	0.1450336795290475	0.7132092993864222
-3.1289111389236552	1.1993474156936064	0.06947575092163796	0.15329109697268145	0.6915524200678709
-3.1113892365456826	1.1806958321848975	0.06722459914089345	0.16188053152460358	0.6701331465245184
-3.09386733416771	1.1626562374475906	0.065026421845485	0.17080553264786616	0.64897053665831
-3.076345431789737	1.1452691492901366	0.06288081430686424	0.1800689653129605	0.6280825777100895
-3.0588235294117645	1.12857388078921	0.06078733747847634	0.18967296223674185	0.6074861757194013
-3.0413016270337927	1.112608389090903	0.0587455196581136	0.19961887671506748	0.5871971486512896
-3.02377972465582	1.0974091202114082	0.05675485814445816	0.20990723632894553	0.5672302230975014
-3.0062578222778473	1.0830108503780091	0.05481482088500853	0.22053769781367258	0.5475990344471194
-2.9887359198998755	1.0694465245371234	0.05292484811269504	0.23150900338864241	0.528316130410139
-2.971214017521903	1.0567470927429925	0.05108435396860481	0.24281893885202496	0.5093929777670066
-2.95369211514393	1.0449413452273564	0.049292728108355915	0.2544642937492589	0.4908399722076062
-2.9361702127659575	1.0340557470359477	0.04754933728977513	0.26644082392713975	0.47266645111460087
-2.918648310387985	1.0241142732008581	0.045853526939658384	0.2787432167860585	0.4548807091385629
-2.901126408010013	1.0151382454974809	0.04420462269751284	0.2913650595415988	0.4374900164057931
-2.8836045056320403	1.0071461719096075	0.04260193193430173	0.3042988108031146	0.42050063919424713
